row_index,id_student,code_module,code_presentation,actual_at_risk,predicted_at_risk,risk_probability,risk_level,recommendations_json,clicks_week1_28d,clicks_week2_28d,clicks_week3_28d,clicks_week4_28d,weekly_click_slope_28d,active_days_28d,active_days_last7d,days_since_last_activity_28d,assessment_mean_score_28d,assessment_completion_rate_28d,assessments_missed_28d,engagement_direction
4175,297179,BBB,2014B,1,0,0.246724943463092,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",169.0,53.0,36.0,137.0,-11.3,11.0,4.0,1.0,67.0,1.0,0.0,Declining
4176,299027,BBB,2014B,1,1,0.8861091119129585,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,16.0,0.0,7.0,0.5,2.0,1.0,5.0,,0.0,1.0,Improving
4186,319606,BBB,2014B,1,1,0.4343724717551921,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 8 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 3 previous attempt(s).""}]",20.0,36.0,4.0,0.0,-9.2,4.0,0.0,8.0,77.0,1.0,0.0,Declining
4198,331156,BBB,2014B,0,1,0.8389977542898746,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (40.0) is relatively low.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 15 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",5.0,6.0,0.0,0.0,-2.1,6.0,0.0,15.0,40.0,1.0,0.0,Declining
4205,340831,BBB,2014B,0,0,0.314655471716629,Medium,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,39.0,32.0,14.0,3.5,12.0,3.0,2.0,75.0,1.0,0.0,Improving
4211,352953,BBB,2014B,1,1,0.5205545973327702,High,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 2 previous attempt(s).""}]",2.0,4.0,10.0,11.0,3.3,8.0,3.0,2.0,77.0,1.0,0.0,Improving
4212,354984,BBB,2014B,0,0,0.1551026518685175,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",251.0,45.0,51.0,81.0,-50.4,16.0,3.0,4.0,79.0,1.0,0.0,Declining
4218,358956,BBB,2014B,0,1,0.4710507597598479,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (61.0) is relatively low.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",35.0,27.0,35.0,35.0,0.8,14.0,2.0,2.0,61.0,1.0,0.0,Improving
4223,365111,BBB,2014B,1,1,0.3965415266287098,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",14.0,18.0,0.0,13.0,-2.1,4.0,1.0,3.0,77.0,1.0,0.0,Declining
4225,366936,BBB,2014B,1,1,0.3365318887389344,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 11 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",40.0,35.0,20.0,0.0,-13.5,5.0,0.0,11.0,88.0,1.0,0.0,Declining
4236,380184,BBB,2014B,0,1,0.5373304687095615,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 7 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,59.0,0.0,7.0,-3.8,4.0,0.0,7.0,69.0,1.0,0.0,Declining
4240,381909,BBB,2014B,0,0,0.1173262029632295,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",121.0,106.0,133.0,26.0,-25.8,19.0,3.0,4.0,85.0,1.0,0.0,Declining
4249,391556,BBB,2014B,1,1,0.963194336564493,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,0.0,1.0,Stable
4256,394520,BBB,2014B,0,1,0.5268079285778019,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (60.0) is relatively low.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 12 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",10.0,24.0,6.0,0.0,-4.8,6.0,0.0,12.0,60.0,1.0,0.0,Declining
4260,397312,BBB,2014B,1,0,0.2535205511898064,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",19.0,110.0,130.0,68.0,16.7,15.0,4.0,1.0,68.0,1.0,0.0,Improving
4270,415298,BBB,2014B,1,1,0.9588293815482216,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,0.0,1.0,Stable
4276,423652,BBB,2014B,0,1,0.3790397689486578,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 7 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",2.0,11.0,7.0,4.0,0.2,4.0,0.0,7.0,88.0,1.0,0.0,Improving
4288,438775,BBB,2014B,1,1,0.6888476354581156,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (57.0) is relatively low.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",2.0,8.0,0.0,3.0,-0.5,5.0,2.0,1.0,57.0,1.0,0.0,Declining
4306,466377,BBB,2014B,1,0,0.3053826684253944,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",48.0,31.0,108.0,71.0,14.6,14.0,3.0,2.0,80.0,1.0,0.0,Improving
4310,467580,BBB,2014B,0,1,0.3426924048460311,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (61.0) is relatively low.""}]",40.0,10.0,9.0,80.0,11.9,11.0,4.0,0.0,61.0,1.0,0.0,Improving
4313,469177,BBB,2014B,0,0,0.1738061816572014,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",3.0,5.0,15.0,3.0,1.0,6.0,1.0,3.0,88.0,1.0,0.0,Improving
4327,478317,BBB,2014B,1,1,0.6669653683981,High,"[{""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 2 previous attempt(s).""}]",83.0,39.0,30.0,32.0,-16.2,15.0,2.0,3.0,67.0,1.0,0.0,Declining
4328,479738,BBB,2014B,0,1,0.412592926193238,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",64.0,10.0,35.0,31.0,-7.4,13.0,3.0,1.0,68.0,1.0,0.0,Declining
4333,483411,BBB,2014B,1,1,0.975868648072936,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 2 previous attempt(s).""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,0.0,1.0,Stable
4349,492928,BBB,2014B,1,1,0.6676095843682545,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (62.0) is relatively low.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 18 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,6.0,0.0,0.0,-0.6,1.0,0.0,18.0,62.0,1.0,0.0,Declining
4352,495324,BBB,2014B,1,1,0.5749524114630356,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (59.0) is relatively low.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 11 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",29.0,30.0,14.0,0.0,-10.3,9.0,0.0,11.0,59.0,1.0,0.0,Declining
4356,500395,BBB,2014B,1,1,0.8562208902411301,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,73.0,1.0,0.0,Stable
4366,508100,BBB,2014B,1,0,0.1624235627443958,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",30.0,76.0,34.0,32.0,-3.6,17.0,3.0,2.0,88.0,1.0,0.0,Declining
4367,508400,BBB,2014B,1,1,0.33112548951436,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (55.0) is relatively low.""}]",0.0,114.0,90.0,297.0,86.7,14.0,6.0,0.0,55.0,1.0,0.0,Improving
4370,509696,BBB,2014B,0,0,0.3176327358903998,Medium,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (62.0) is relatively low.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",15.0,32.0,6.0,1.0,-6.8,11.0,1.0,3.0,62.0,1.0,0.0,Declining
4372,511506,BBB,2014B,1,1,0.5999955861494188,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",298.0,120.0,41.0,42.0,-84.7,21.0,4.0,0.0,,0.0,1.0,Declining
4375,513077,BBB,2014B,1,1,0.7897434690475168,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (40.0) is relatively low.""}]",98.0,2.0,41.0,102.0,5.1,9.0,2.0,1.0,40.0,1.0,0.0,Improving
4382,519859,BBB,2014B,0,0,0.0908483024790169,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",27.0,37.0,46.0,58.0,10.2,23.0,7.0,0.0,80.0,1.0,0.0,Improving
4386,523021,BBB,2014B,1,1,0.5811105009059399,High,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",42.0,13.0,90.0,42.0,7.7,11.0,4.0,3.0,67.0,1.0,0.0,Improving
4391,526285,BBB,2014B,0,1,0.3296487246642459,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",40.0,55.0,4.0,2.0,-16.5,6.0,2.0,4.0,69.0,1.0,0.0,Declining
4393,529439,BBB,2014B,1,1,0.967296322075827,High,"[{""factor"": ""missed_assessments"", ""recommendation"": ""Review missed or overdue assessments and agree on a catch-up plan."", ""reason"": ""1 assessment(s) due in the observation window were not completed.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,0.0,1.0,Stable
4400,533527,BBB,2014B,1,0,0.2703932575463541,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",18.0,0.0,4.0,83.0,19.9,9.0,5.0,1.0,84.0,1.0,0.0,Improving
4402,534163,BBB,2014B,1,0,0.3034861389845846,Medium,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",3.0,4.0,3.0,26.0,6.8,8.0,3.0,0.0,78.0,1.0,0.0,Improving
4412,537373,BBB,2014B,0,1,0.5449504811070032,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",18.0,98.0,12.0,40.0,-2.0,12.0,3.0,1.0,70.0,1.0,0.0,Declining
4413,537605,BBB,2014B,1,1,0.7190183797553935,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (63.0) is relatively low.""}, {""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 17 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",1.0,32.0,0.0,0.0,-3.5,3.0,0.0,17.0,63.0,1.0,0.0,Declining
4419,541769,BBB,2014B,0,1,0.5795920888043004,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (40.0) is relatively low.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",246.0,97.0,102.0,45.0,-59.8,16.0,1.0,0.0,40.0,1.0,0.0,Declining
4433,547556,BBB,2014B,1,1,0.5844954046470449,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 17 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",1.0,22.0,0.0,0.0,-2.5,2.0,0.0,17.0,67.0,1.0,0.0,Declining
4434,548296,BBB,2014B,1,1,0.6107920889471855,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 5 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",10.0,7.0,3.0,1.0,-3.1,4.0,1.0,5.0,66.0,1.0,0.0,Declining
4440,549892,BBB,2014B,1,1,0.4887964209049924,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (59.0) is relatively low.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",57.0,22.0,13.0,15.0,-13.5,7.0,2.0,0.0,59.0,1.0,0.0,Declining
4451,553733,BBB,2014B,1,0,0.2149290332065741,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",12.0,23.0,0.0,22.0,0.7,5.0,2.0,1.0,87.0,1.0,0.0,Improving
4452,553807,BBB,2014B,1,1,0.769709943776597,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 9 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,0.0,1.0,0.0,0.1,1.0,0.0,9.0,71.0,1.0,0.0,Improving
4454,554004,BBB,2014B,0,1,0.3757333890869877,High,"[{""factor"": ""low_early_assessment_score"", ""recommendation"": ""Schedule targeted academic review on the topics covered by the early assessments."", ""reason"": ""Early mean assessment score (62.0) is relatively low.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",28.0,51.0,44.0,73.0,12.8,10.0,3.0,1.0,62.0,1.0,0.0,Improving
4463,557029,BBB,2014B,1,1,0.4246584376435248,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",7.0,26.0,0.0,5.0,-3.2,7.0,3.0,2.0,66.0,1.0,0.0,Declining
4467,558921,BBB,2014B,0,0,0.1595705830034707,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",69.0,16.0,59.0,37.0,-5.3,12.0,5.0,0.0,86.0,1.0,0.0,Declining
4476,560117,BBB,2014B,1,1,0.8225058985236321,High,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 29 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,72.0,1.0,0.0,Stable
4480,560920,BBB,2014B,1,0,0.2954124824508143,Medium,"[{""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",36.0,0.0,46.0,40.0,5.8,11.0,4.0,0.0,75.0,1.0,0.0,Improving
4482,561061,BBB,2014B,0,0,0.2990681297618345,Medium,"[{""factor"": ""recent_inactivity"", ""recommendation"": ""Use a supportive check-in to re-engage the student with current learning activities."", ""reason"": ""No recorded VLE activity for about 7 day(s) before the prediction point.""}, {""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}]",16.0,7.0,3.0,6.0,-3.4,5.0,0.0,7.0,84.0,1.0,0.0,Declining
4492,563754,BBB,2014B,0,1,0.5094043634750949,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""previous_attempts"", ""recommendation"": ""Consider additional tutoring or structured academic support based on prior attempt history."", ""reason"": ""The student has 1 previous attempt(s).""}]",3.0,6.0,3.0,2.0,-0.6,6.0,1.0,0.0,67.0,1.0,0.0,Declining
4495,563987,BBB,2014B,0,1,0.3694472665301862,High,"[{""factor"": ""low_recent_engagement"", ""recommendation"": ""Encourage a short, regular weekly study schedule and monitor activity over the next week."", ""reason"": ""Recent engagement is in the lower range observed in the development data.""}, {""factor"": ""declining_engagement"", ""recommendation"": ""Check for barriers causing declining engagement and agree on a recovery plan."", ""reason"": ""Weekly activity is trending downward across the first four weeks.""}]",37.0,12.0,3.0,1.0,-11.7,6.0,1.0,4.0,72.0,1.0,0.0,Declining
4497,564906,BBB,2014B,0,1,0.3549231844643716,High,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring; no strong actionable warning signal was triggered by the rule set."", ""reason"": ""Current actionable indicators are not beyond the configured intervention thresholds.""}]",28.0,15.0,8.0,31.0,0.2,16.0,5.0,1.0,74.0,1.0,0.0,Improving
4504,567048,BBB,2014B,0,0,0.1980874647771532,Low,"[{""factor"": ""monitor"", ""recommendation"": ""Continue routine monitoring and reinforce current study habits."", ""reason"": ""Calibrated risk is below the low-risk boundary; low risk is relative and does not guarantee success.""}]",167.0,97.0,30.0,169.0,-6.1,22.0,5.0,0.0,55.0,1.0,0.0,Declining
